Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
10,1972,Eagles,Cowboys,Cowboys,Eagles,28,7
10,1972,Lions,Saints,Lions,Saints,27,14
10,1972,Dolphins,Jets,Dolphins,Jets,28,24
10,1972,Bears,49ers,49ers,Bears,34,21
10,1972,Cardinals,Giants,Giants,Cardinals,13,7
10,1972,Raiders,Broncos,Raiders,Broncos,37,20
10,1972,Packers,Oilers,Packers,Oilers,23,10
10,1972,Chiefs,Chargers,Chargers,Chiefs,27,17
10,1972,Rams,Vikings,Vikings,Rams,45,41
10,1972,Falcons,Redskins,Redskins,Falcons,24,13
11,1972,Lions,Jets,Lions,Jets,37,20
11,1972,Cowboys,49ers,49ers,Cowboys,31,10
11,1972,Broncos,Falcons,Falcons,Broncos,23,20
11,1972,Browns,Bills,Browns,Bills,27,10
11,1972,Redskins,Packers,Redskins,Packers,21,16
11,1972,Vikings,Steelers,Steelers,Vikings,23,10
11,1972,Saints,Rams,Saints,Rams,19,16
11,1972,Giants,Eagles,Giants,Eagles,62,10
11,1972,Bears,Bengals,Bengals,Bears,13,3
11,1972,Patriots,Colts,Colts,Patriots,31,0
11,1972,Raiders,Chiefs,Raiders,Chiefs,26,3
11,1972,Chargers,Oilers,Chargers,Oilers,34,20
11,1972,Dolphins,Cardinals,Dolphins,Cardinals,31,10
12,1972,Oilers,Falcons,Falcons,Oilers,20,10
12,1972,Giants,Bengals,Bengals,Giants,13,10
12,1972,Steelers,Browns,Steelers,Browns,30,0
12,1972,Patriots,Dolphins,Dolphins,Patriots,37,21
12,1972,Saints,Jets,Jets,Saints,18,17
12,1972,Redskins,Eagles,Redskins,Eagles,23,7
12,1972,Bills,Colts,Colts,Bills,35,7
12,1972,Bears,Vikings,Vikings,Bears,23,10
12,1972,Chiefs,Broncos,Chiefs,Broncos,24,21
12,1972,Packers,Lions,Packers,Lions,33,7
12,1972,Cowboys,Cardinals,Cowboys,Cardinals,27,6
12,1972,Raiders,Chargers,Raiders,Chargers,21,19
12,1972,49ers,Rams,Rams,49ers,26,16
13,1972,Browns,Bengals,Browns,Bengals,27,24
13,1972,Cowboys,Redskins,Cowboys,Redskins,34,24
13,1972,Bills,Lions,Lions,Bills,21,21
13,1972,Bears,Eagles,Bears,Eagles,21,12
13,1972,Giants,Dolphins,Dolphins,Giants,23,13
13,1972,Saints,Patriots,Patriots,Saints,17,10
13,1972,Rams,Cardinals,Cardinals,Rams,24,14
13,1972,Broncos,Chargers,Broncos,Chargers,38,13
13,1972,Packers,Vikings,Packers,Vikings,23,7
13,1972,Steelers,Oilers,Steelers,Oilers,9,3
13,1972,49ers,Falcons,49ers,Falcons,20,0
13,1972,Colts,Chiefs,Chiefs,Colts,24,10
13,1972,Raiders,Jets,Raiders,Jets,24,16
14,1972,Colts,Dolphins,Dolphins,Colts,16,0
14,1972,49ers,Vikings,49ers,Vikings,20,17
14,1972,Chiefs,Falcons,Chiefs,Falcons,17,14
14,1972,Bills,Redskins,Bills,Redskins,24,17
14,1972,Browns,Jets,Browns,Jets,26,10
14,1972,Oilers,Bengals,Bengals,Oilers,61,17
14,1972,Eagles,Cardinals,Cardinals,Eagles,24,23
14,1972,Packers,Saints,Packers,Saints,30,20
14,1972,Bears,Raiders,Raiders,Bears,28,21
14,1972,Cowboys,Giants,Giants,Cowboys,23,3
14,1972,Broncos,Patriots,Broncos,Patriots,45,21
14,1972,Lions,Rams,Lions,Rams,34,17
14,1972,Steelers,Chargers,Steelers,Chargers,24,2
Division,1972,Raiders,Steelers,Steelers,Raiders,13,7
Division,1972,49ers,Cowboys,Cowboys,49ers,30,28
Division,1972,Packers,Redskins,Redskins,Packers,16,3
Division,1972,Browns,Dolphins,Dolphins,Browns,20,14
ConfChamp,1972,Steelers,Dolphins,Dolphins,Steelers,21,17
ConfChamp,1972,Cowboys,Redskins,Redskins,Cowboys,26,3
SuperBowl,1972,Dolphins,Redskins,Dolphins,Redskins,14,7
1,1973,Bills,Patriots,Bills,Patriots,31,13
1,1973,Browns,Colts,Browns,Colts,24,14
1,1973,Cardinals,Eagles,Cardinals,Eagles,34,23
1,1973,49ers,Dolphins,Dolphins,49ers,21,13
1,1973,Giants,Oilers,Giants,Oilers,34,14
1,1973,Redskins,Chargers,Redskins,Chargers,38,0
1,1973,Falcons,Saints,Falcons,Saints,62,7
1,1973,Bears,Cowboys,Cowboys,Bears,20,17
1,1973,Raiders,Vikings,Vikings,Raiders,24,16
1,1973,Broncos,Bengals,Broncos,Bengals,28,10
1,1973,Steelers,Lions,Steelers,Lions,24,10
1,1973,Chiefs,Rams,Rams,Chiefs,23,13
1,1973,Packers,Jets,Packers,Jets,23,7
2,1973,Bengals,Oilers,Bengals,Oilers,24,10
2,1973,Browns,Steelers,Steelers,Browns,33,6
2,1973,Chiefs,Patriots,Chiefs,Patriots,10,7
2,1973,Eagles,Giants,Eagles,Giants,23,23
2,1973,Vikings,Bears,Vikings,Bears,22,13
2,1973,Jets,Colts,Jets,Colts,34,10
2,1973,Cardinals,Redskins,Cardinals,Redskins,34,27
2,1973,Lions,Packers,Packers,Lions,13,13
2,1973,Rams,Falcons,Rams,Falcons,31,0
2,1973,Chargers,Bills,Chargers,Bills,34,7
2,1973,49ers,Broncos,49ers,Broncos,36,34
2,1973,Raiders,Dolphins,Raiders,Dolphins,12,7
2,1973,Saints,Cowboys,Cowboys,Saints,40,3
3,1973,Jets,Bills,Bills,Jets,9,7
3,1973,Browns,Giants,Browns,Giants,12,10
3,1973,Dolphins,Patriots,Dolphins,Patriots,44,23
3,1973,Redskins,Eagles,Redskins,Eagles,28,7
3,1973,Saints,Colts,Colts,Saints,14,10
3,1973,Cowboys,Cardinals,Cowboys,Cardinals,45,10
3,1973,Packers,Vikings,Vikings,Packers,11,3
3,1973,Oilers,Steelers,Steelers,Oilers,36,7
3,1973,Bears,Broncos,Bears,Broncos,33,14
3,1973,Chargers,Bengals,Bengals,Chargers,20,13
3,1973,Raiders,Chiefs,Chiefs,Raiders,16,3
3,1973,Rams,49ers,Rams,49ers,40,20
3,1973,Lions,Falcons,Lions,Falcons,31,6
4,1973,49ers,Falcons,49ers,Falcons,13,9
4,1973,Bills,Eagles,Bills,Eagles,27,26
4,1973,Browns,Bengals,Browns,Bengals,17,10
4,1973,Colts,Patriots,Patriots,Colts,24,16
4,1973,Packers,Giants,Packers,Giants,16,14
4,1973,Jets,Dolphins,Dolphins,Jets,31,3
4,1973,Chargers,Steelers,Steelers,Chargers,38,21
4,1973,Bears,Saints,Saints,Bears,21,16
4,1973,Cardinals,Raiders,Raiders,Cardinals,17,10
4,1973,Chiefs,Broncos,Chiefs,Broncos,16,14
4,1973,Rams,Oilers,Rams,Oilers,31,26
4,1973,Vikings,Lions,Vikings,Lions,23,9
4,1973,Cowboys,Redskins,Redskins,Cowboys,14,7
5,1973,Bears,Falcons,Falcons,Bears,46,6
5,1973,Bills,Colts,Bills,Colts,31,13
5,1973,Bengals,Steelers,Bengals,Steelers,19,7
5,1973,Jets,Patriots,Jets,Patriots,9,7
5,1973,Redskins,Giants,Redskins,Giants,21,3
5,1973,Eagles,Cardinals,Eagles,Cardinals,27,24
5,1973,Broncos,Oilers,Broncos,Oilers,48,20
5,1973,Lions,Saints,Saints,Lions,20,13
5,1973,Packers,Chiefs,Chiefs,Packers,10,10
5,1973,Cowboys,Rams,Rams,Cowboys,37,31
5,1973,49ers,Vikings,Vikings,49ers,17,13
5,1973,Chargers,Raiders,Raiders,Chargers,27,17
5,1973,Dolphins,Browns,Dolphins,Browns,17,9
6,1973,Dolphins,Bills,Dolphins,Bills,27,6
6,1973,Browns,Oilers,Browns,Oilers,42,13
6,1973,Colts,Lions,Colts,Lions,29,27
6,1973,Redskins,Cardinals,Redskins,Cardinals,31,13
6,1973,Steelers,Jets,Steelers,Jets,26,14
6,1973,Bears,Patriots,Patriots,Bears,13,10
6,1973,Vikings,Eagles,Vikings,Eagles,28,21
6,1973,Chargers,Falcons,Falcons,Chargers,41,0
6,1973,Chiefs,Bengals,Bengals,Chiefs,14,6
6,1973,Cowboys,Giants,Cowboys,Giants,45,28
6,1973,Rams,Packers,Rams,Packers,24,7
6,1973,Saints,49ers,49ers,Saints,40,0
6,1973,Broncos,Raiders,Raiders,Broncos,23,23
7,1973,Browns,Chargers,Chargers,Browns,16,16
7,1973,Eagles,Cowboys,Eagles,Cowboys,30,16
7,1973,Jets,Broncos,Broncos,Jets,40,28
7,1973,Lions,Packers,Lions,Packers,34,0
7,1973,Patriots,Dolphins,Dolphins,Patriots,30,14
7,1973,Bears,Oilers,Bears,Oilers,35,14
7,1973,Colts,Raiders,Raiders,Colts,34,21
7,1973,Cardinals,Giants,Cardinals,Giants,35,27
7,1973,Rams,Vikings,Vikings,Rams,10,9
7,1973,Saints,Redskins,Saints,Redskins,19,3
7,1973,49ers,Falcons,Falcons,49ers,17,3
7,1973,Bengals,Steelers,Steelers,Bengals,20,13
7,1973,Chiefs,Bills,Bills,Chiefs,23,14
8,1973,Falcons,Rams,Falcons,Rams,15,13
8,1973,Jets,Dolphins,Dolphins,Jets,24,14
8,1973,Eagles,Patriots,Eagles,Patriots,24,23
8,1973,Saints,Bills,Saints,Bills,13,0
8,1973,Bears,Packers,Bears,Packers,31,17
8,1973,Bengals,Cowboys,Cowboys,Bengals,38,10
8,1973,Browns,Vikings,Vikings,Browns,26,3
8,1973,Colts,Oilers,Oilers,Colts,31,27
8,1973,Broncos,Cardinals,Broncos,Cardinals,17,17
8,1973,49ers,Lions,Lions,49ers,30,20
8,1973,Chargers,Chiefs,Chiefs,Chargers,19,0
8,1973,Raiders,Giants,Raiders,Giants,42,0
8,1973,Redskins,Steelers,Steelers,Redskins,21,16
9,1973,Eagles,Falcons,Falcons,Eagles,44,27
9,1973,Bills,Bengals,Bengals,Bills,16,13
9,1973,Dolphins,Colts,Dolphins,Colts,44,0
9,1973,Cowboys,Giants,Cowboys,Giants,23,10
9,1973,Jets,Patriots,Jets,Patriots,33,13
9,1973,49ers,Redskins,Redskins,49ers,33,9
9,1973,Browns,Oilers,Browns,Oilers,23,13
9,1973,Cardinals,Packers,Packers,Cardinals,25,21
9,1973,Vikings,Lions,Vikings,Lions,28,7
9,1973,Chargers,Broncos,Broncos,Chargers,30,19
9,1973,Saints,Rams,Rams,Saints,29,7
9,1973,Raiders,Steelers,Steelers,Raiders,17,9
9,1973,Bears,Chiefs,Chiefs,Bears,19,7
10,1973,Bills,Dolphins,Dolphins,Bills,17,0
10,1973,Redskins,Colts,Redskins,Colts,22,14
10,1973,Cardinals,Giants,Giants,Cardinals,24,13
10,1973,Steelers,Broncos,Broncos,Steelers,23,13
10,1973,Patriots,Packers,Patriots,Packers,33,24
10,1973,Bears,Lions,Lions,Bears,30,7
10,1973,Jets,Bengals,Bengals,Jets,20,14
10,1973,Cowboys,Eagles,Cowboys,Eagles,31,10
10,1973,Oilers,Chiefs,Chiefs,Oilers,38,14
10,1973,Browns,Raiders,Browns,Raiders,7,3
10,1973,Saints,Chargers,Chargers,Saints,17,14
10,1973,Rams,49ers,Rams,49ers,31,13
10,1973,Falcons,Vikings,Falcons,Vikings,20,14
11,1973,Redskins,Lions,Redskins,Lions,20,0
11,1973,Dolphins,Cowboys,Dolphins,Cowboys,14,7
11,1973,Bengals,Cardinals,Bengals,Cardinals,42,24
11,1973,Browns,Steelers,Browns,Steelers,21,16
11,1973,Eagles,Giants,Eagles,Giants,20,16
11,1973,Bills,Colts,Bills,Colts,24,17
11,1973,Vikings,Bears,Vikings,Bears,31,13
11,1973,Saints,Rams,Rams,Saints,24,13
11,1973,Oilers,Patriots,Patriots,Oilers,32,0
11,1973,Chiefs,Broncos,Broncos,Chiefs,14,10
11,1973,Jets,Falcons,Falcons,Jets,28,20
11,1973,Raiders,Chargers,Raiders,Chargers,31,3
11,1973,Packers,49ers,49ers,Packers,20,6
12,1973,Bills,Falcons,Bills,Falcons,17,6
12,1973,Vikings,Bengals,Bengals,Vikings,27,0
12,1973,Colts,Jets,Jets,Colts,20,17
12,1973,Chargers,Patriots,Patriots,Chargers,30,14
12,1973,Giants,Redskins,Redskins,Giants,27,24
12,1973,Rams,Bears,Rams,Bears,26,0
12,1973,Cardinals,Lions,Lions,Cardinals,20,16
12,1973,Saints,Packers,Packers,Saints,30,10
12,1973,Oilers,Raiders,Raiders,Oilers,17,6
12,1973,Browns,Chiefs,Chiefs,Browns,20,20
12,1973,Cowboys,Broncos,Cowboys,Broncos,22,10
12,1973,Eagles,49ers,49ers,Eagles,38,28
12,1973,Dolphins,Steelers,Dolphins,Steelers,30,26
13,1973,Packers,Vikings,Vikings,Packers,31,7
13,1973,Chiefs,Raiders,Raiders,Chiefs,37,7
13,1973,Cardinals,Falcons,Cardinals,Falcons,32,10
13,1973,Bills,Patriots,Bills,Patriots,37,13
13,1973,Lions,Bears,Lions,Bears,40,7
13,1973,Browns,Bengals,Bengals,Browns,34,17
13,1973,Eagles,Jets,Eagles,Jets,24,23
13,1973,Oilers,Steelers,Steelers,Oilers,33,7
13,1973,Dolphins,Colts,Colts,Dolphins,16,3
13,1973,49ers,Saints,Saints,49ers,16,10
13,1973,Cowboys,Redskins,Cowboys,Redskins,27,7
13,1973,Chargers,Broncos,Broncos,Chargers,42,28
13,1973,Giants,Rams,Rams,Giants,40,6
14,1973,Lions,Dolphins,Dolphins,Lions,34,7
14,1973,49ers,Steelers,Steelers,49ers,37,14
14,1973,Falcons,Saints,Falcons,Saints,14,10
14,1973,Bills,Jets,Bills,Jets,34,14
14,1973,Giants,Vikings,Vikings,Giants,31,7
14,1973,Redskins,Eagles,Redskins,Eagles,38,20
14,1973,Packers,Bears,Packers,Bears,21,0
14,1973,Oilers,Bengals,Bengals,Oilers,27,24
14,1973,Colts,Patriots,Colts,Patriots,18,13
14,1973,Cowboys,Cardinals,Cowboys,Cardinals,30,3
14,1973,Chargers,Chiefs,Chiefs,Chargers,33,6
14,1973,Browns,Rams,Rams,Browns,30,17
14,1973,Raiders,Broncos,Raiders,Broncos,21,17
Division,1973,Redskins,Vikings,Vikings,Redskins,27,20
Division,1973,Steelers,Raiders,Raiders,Steelers,33,14
Division,1973,Bengals,Dolphins,Dolphins,Bengals,34,16
Division,1973,Rams,Cowboys,Cowboys,Rams,27,16
ConfChamp,1973,Vikings,Cowboys,Vikings,Cowboys,27,10
ConfChamp,1973,Dolphins,Raiders,Dolphins,Raiders,27,10
SuperBowl,1973,Dolphins,Vikings,Dolphins,Vikings,24,7
1,1974,Browns,Bengals,Bengals,Browns,33,7
1,1974,Colts,Steelers,Steelers,Colts,30,0
1,1974,Dolphins,Patriots,Patriots,Dolphins,34,24
1,1974,Redskins,Giants,Redskins,Giants,13,10
1,1974,Lions,Bears,Bears,Lions,17,9
1,1974,Cardinals,Eagles,Cardinals,Eagles,7,3
1,1974,Vikings,Packers,Vikings,Packers,32,17
1,1974,Saints,49ers,49ers,Saints,17,13
1,1974,Chargers,Oilers,Oilers,Chargers,21,14
1,1974,Cowboys,Falcons,Cowboys,Falcons,24,0
1,1974,Broncos,Rams,Rams,Broncos,17,10
1,1974,Chiefs,Jets,Chiefs,Jets,24,16
1,1974,Bills,Raiders,Bills,Raiders,21,20
2,1974,Falcons,49ers,49ers,Falcons,16,10
2,1974,Bills,Dolphins,Dolphins,Bills,24,16
2,1974,Bengals,Chargers,Chargers,Bengals,20,17
2,1974,Oilers,Browns,Browns,Oilers,20,7
2,1974,Redskins,Cardinals,Cardinals,Redskins,17,10
2,1974,Vikings,Lions,Vikings,Lions,7,6
2,1974,Patriots,Giants,Patriots,Giants,28,20
2,1974,Jets,Bears,Jets,Bears,23,21
2,1974,Colts,Packers,Packers,Colts,20,13
2,1974,Steelers,Broncos,Steelers,Broncos,35,35
2,1974,Raiders,Chiefs,Raiders,Chiefs,27,7
2,1974,Rams,Saints,Rams,Saints,24,0
2,1974,Eagles,Cowboys,Eagles,Cowboys,13,10
3,1974,Saints,Falcons,Saints,Falcons,14,13
3,1974,Jets,Bills,Bills,Jets,16,12
3,1974,Eagles,Colts,Eagles,Colts,30,10
3,1974,Rams,Patriots,Patriots,Rams,20,14
3,1974,Bears,Vikings,Vikings,Bears,11,7
3,1974,Browns,Cardinals,Cardinals,Browns,29,7
3,1974,Giants,Cowboys,Giants,Cowboys,14,6
3,1974,Packers,Lions,Packers,Lions,21,19
3,1974,Chiefs,Oilers,Chiefs,Oilers,17,7
3,1974,49ers,Bengals,Bengals,49ers,21,3
3,1974,Dolphins,Chargers,Dolphins,Chargers,28,21
3,1974,Steelers,Raiders,Raiders,Steelers,17,0
3,1974,Redskins,Broncos,Redskins,Broncos,30,3
4,1974,Giants,Falcons,Falcons,Giants,14,7
4,1974,Redskins,Bengals,Bengals,Redskins,28,17
4,1974,Browns,Raiders,Raiders,Browns,40,24
4,1974,Colts,Patriots,Patriots,Colts,42,3
4,1974,Bills,Packers,Bills,Packers,27,7
4,1974,Saints,Bears,Bears,Saints,24,10
4,1974,Steelers,Oilers,Steelers,Oilers,13,7
4,1974,49ers,Cardinals,Cardinals,49ers,34,9
4,1974,Vikings,Cowboys,Vikings,Cowboys,23,21
4,1974,Broncos,Chiefs,Broncos,Chiefs,17,14
4,1974,Rams,Lions,Rams,Lions,16,13
4,1974,Eagles,Chargers,Eagles,Chargers,13,7
4,1974,Jets,Dolphins,Dolphins,Jets,21,17
5,1974,Bears,Falcons,Falcons,Bears,13,10
5,1974,Bengals,Browns,Bengals,Browns,34,24
5,1974,Redskins,Dolphins,Redskins,Dolphins,20,17
5,1974,Jets,Patriots,Patriots,Jets,24,0
5,1974,Giants,Eagles,Eagles,Giants,35,7
5,1974,Colts,Bills,Bills,Colts,27,14
5,1974,Cowboys,Cardinals,Cardinals,Cowboys,31,28
5,1974,Steelers,Chiefs,Steelers,Chiefs,34,24
5,1974,Oilers,Vikings,Vikings,Oilers,51,10
5,1974,Broncos,Saints,Broncos,Saints,33,17
5,1974,Rams,Packers,Packers,Rams,17,6
5,1974,Chargers,Raiders,Raiders,Chargers,14,10
5,1974,Lions,49ers,Lions,49ers,17,13
6,1974,Falcons,Saints,Saints,Falcons,13,3
6,1974,Bills,Patriots,Bills,Patriots,30,28
6,1974,Browns,Steelers,Steelers,Browns,20,16
6,1974,Jets,Colts,Colts,Jets,35,20
6,1974,Eagles,Cowboys,Cowboys,Eagles,31,24
6,1974,Redskins,Giants,Redskins,Giants,24,3
6,1974,Oilers,Cardinals,Cardinals,Oilers,31,27
6,1974,Vikings,Lions,Lions,Vikings,20,16
6,1974,Raiders,Bengals,Raiders,Bengals,30,27
6,1974,Broncos,Chargers,Broncos,Chargers,27,7
6,1974,Dolphins,Chiefs,Dolphins,Chiefs,9,3
6,1974,Rams,49ers,Rams,49ers,37,14
6,1974,Bears,Packers,Bears,Packers,10,9
7,1974,Eagles,Saints,Saints,Eagles,14,10
7,1974,Bears,Bills,Bills,Bears,16,6
7,1974,Bengals,Oilers,Oilers,Bengals,34,21
7,1974,Broncos,Browns,Browns,Broncos,23,21
7,1974,Colts,Dolphins,Dolphins,Colts,17,7
7,1974,Giants,Cowboys,Cowboys,Giants,21,7
7,1974,Lions,Packers,Lions,Packers,19,17
7,1974,Jets,Rams,Rams,Jets,20,13
7,1974,Redskins,Cardinals,Cardinals,Redskins,23,20
7,1974,Vikings,Patriots,Patriots,Vikings,17,14
7,1974,Chiefs,Chargers,Chiefs,Chargers,24,14
7,1974,Raiders,49ers,Raiders,49ers,35,24
7,1974,Falcons,Steelers,Steelers,Falcons,24,17
8,1974,Patriots,Bills,Bills,Patriots,29,28
8,1974,Lions,Saints,Lions,Saints,19,14
8,1974,Jets,Oilers,Oilers,Jets,27,22
8,1974,Eagles,Steelers,Steelers,Eagles,27,0
8,1974,Bears,Vikings,Vikings,Bears,17,0
8,1974,Colts,Bengals,Bengals,Colts,24,14
8,1974,Cardinals,Cowboys,Cowboys,Cardinals,17,14
8,1974,Packers,Redskins,Redskins,Packers,17,6
8,1974,Dolphins,Falcons,Dolphins,Falcons,42,7
8,1974,Chargers,Browns,Chargers,Browns,36,35
8,1974,Broncos,Raiders,Raiders,Broncos,28,17
8,1974,Giants,Chiefs,Giants,Chiefs,33,27
8,1974,Rams,49ers,Rams,49ers,15,13
9,1974,Bills,Oilers,Oilers,Bills,21,9
9,1974,Patriots,Browns,Browns,Patriots,21,14
9,1974,Chargers,Chiefs,Chargers,Chiefs,14,7
9,1974,Jets,Giants,Jets,Giants,26,20
9,1974,Redskins,Eagles,Redskins,Eagles,27,20
9,1974,Packers,Bears,Packers,Bears,20,3
9,1974,Broncos,Colts,Broncos,Colts,17,6
9,1974,Cowboys,49ers,Cowboys,49ers,20,14
9,1974,Dolphins,Saints,Dolphins,Saints,21,0
9,1974,Falcons,Rams,Rams,Falcons,21,0
9,1974,Bengals,Steelers,Bengals,Steelers,17,10
9,1974,Raiders,Lions,Raiders,Lions,35,13
9,1974,Vikings,Cardinals,Vikings,Cardinals,28,24
10,1974,Colts,Falcons,Colts,Falcons,17,7
10,1974,Dolphins,Bills,Dolphins,Bills,35,28
10,1974,Browns,Steelers,Steelers,Browns,26,16
10,1974,Cardinals,Eagles,Cardinals,Eagles,13,3
10,1974,Lions,Giants,Lions,Giants,20,19
10,1974,Patriots,Jets,Jets,Patriots,21,16
10,1974,49ers,Bears,49ers,Bears,34,0
10,1974,Bengals,Oilers,Oilers,Bengals,20,3
10,1974,Vikings,Packers,Packers,Vikings,19,7
10,1974,Saints,Rams,Saints,Rams,20,7
10,1974,Redskins,Cowboys,Redskins,Cowboys,28,21
10,1974,Raiders,Chargers,Raiders,Chargers,17,10
10,1974,Broncos,Chiefs,Chiefs,Broncos,42,34
11,1974,Browns,Bills,Bills,Browns,15,10
11,1974,Lions,Bears,Lions,Bears,34,17
11,1974,Bengals,Chiefs,Bengals,Chiefs,33,6
11,1974,Giants,Cardinals,Cardinals,Giants,23,21
11,1974,Dolphins,Jets,Jets,Dolphins,17,14
11,1974,Redskins,Eagles,Redskins,Eagles,26,7
11,1974,Patriots,Colts,Patriots,Colts,27,17
11,1974,Cowboys,Oilers,Cowboys,Oilers,10,0
11,1974,Chargers,Packers,Packers,Chargers,34,0
11,1974,Falcons,49ers,49ers,Falcons,27,0
11,1974,Broncos,Raiders,Broncos,Raiders,20,17
11,1974,Rams,Vikings,Rams,Vikings,20,17
11,1974,Steelers,Saints,Steelers,Saints,28,7
12,1974,Broncos,Lions,Broncos,Lions,31,27
12,1974,Redskins,Cowboys,Cowboys,Redskins,24,23
12,1974,Bills,Colts,Bills,Colts,6,0
12,1974,49ers,Browns,Browns,49ers,7,0
12,1974,Eagles,Packers,Eagles,Packers,36,14
12,1974,Chargers,Jets,Jets,Chargers,27,14
12,1974,Oilers,Steelers,Oilers,Steelers,13,10
12,1974,Giants,Bears,Bears,Giants,16,13
12,1974,Cardinals,Chiefs,Chiefs,Cardinals,17,13
12,1974,Vikings,Saints,Vikings,Saints,29,9
12,1974,Rams,Falcons,Rams,Falcons,30,7
12,1974,Raiders,Patriots,Raiders,Patriots,41,26
12,1974,Dolphins,Bengals,Dolphins,Bengals,24,3
13,1974,Falcons,Vikings,Vikings,Falcons,23,10
13,1974,Cowboys,Browns,Cowboys,Browns,41,17
13,1974,Jets,Bills,Jets,Bills,20,10
13,1974,Lions,Bengals,Lions,Bengals,23,19
13,1974,Saints,Cardinals,Saints,Cardinals,14,0
13,1974,Steelers,Patriots,Steelers,Patriots,21,17
13,1974,Giants,Eagles,Eagles,Giants,20,7
13,1974,Colts,Dolphins,Dolphins,Colts,17,16
13,1974,Bears,Chargers,Chargers,Bears,28,21
13,1974,Broncos,Oilers,Broncos,Oilers,37,14
13,1974,Packers,49ers,49ers,Packers,7,6
13,1974,Raiders,Chiefs,Raiders,Chiefs,7,6
13,1974,Rams,Redskins,Redskins,Rams,23,17
14,1974,Steelers,Bengals,Steelers,Bengals,27,3
14,1974,Vikings,Chiefs,Vikings,Chiefs,35,15
14,1974,Raiders,Cowboys,Raiders,Cowboys,27,23
14,1974,Packers,Falcons,Falcons,Packers,10,3
14,1974,Bears,Redskins,Redskins,Bears,42,0
14,1974,Eagles,Lions,Eagles,Lions,28,17
14,1974,Patriots,Dolphins,Dolphins,Patriots,34,27
14,1974,Browns,Oilers,Oilers,Browns,28,24
14,1974,Jets,Colts,Jets,Colts,45,38
14,1974,Giants,Cardinals,Cardinals,Giants,26,14
14,1974,Bills,Rams,Rams,Bills,19,14
14,1974,Broncos,Chargers,Chargers,Broncos,17,0
14,1974,49ers,Saints,49ers,Saints,35,21
Division,1974,Cardinals,Vikings,Vikings,Cardinals,30,14
Division,1974,Dolphins,Raiders,Raiders,Dolphins,28,26
Division,1974,Steelers,Bills,Steelers,Bills,32,14
Division,1974,Redskins,Rams,Rams,Redskins,19,10
ConfChamp,1974,Rams,Vikings,Vikings,Rams,14,10
ConfChamp,1974,Steelers,Raiders,Steelers,Raiders,24,13
SuperBowl,1974,Vikings,Steelers,Steelers,Vikings,16,6
1,1975,Bills,Jets,Bills,Jets,42,14
1,1975,Browns,Bengals,Bengals,Browns,24,17
1,1975,Redskins,Saints,Redskins,Saints,41,3
1,1975,Patriots,Oilers,Oilers,Patriots,7,0
1,1975,Eagles,Giants,Giants,Eagles,23,14
1,1975,Falcons,Cardinals,Cardinals,Falcons,23,20
1,1975,Bears,Colts,Colts,Bears,35,7
1,1975,Lions,Packers,Lions,Packers,30,16
1,1975,49ers,Vikings,Vikings,49ers,27,17
1,1975,Cowboys,Rams,Cowboys,Rams,18,7
1,1975,Broncos,Chiefs,Broncos,Chiefs,37,33
1,1975,Chargers,Steelers,Steelers,Chargers,37,0
1,1975,Dolphins,Raiders,Raiders,Dolphins,31,21
2,1975,Lions,Falcons,Lions,Falcons,17,14
2,1975,Vikings,Browns,Vikings,Browns,42,10
2,1975,Patriots,Dolphins,Dolphins,Patriots,22,14
2,1975,Giants,Redskins,Redskins,Giants,49,13
2,1975,Eagles,Bears,Bears,Eagles,15,13
2,1975,Bengals,Saints,Bengals,Saints,21,0
2,1975,Colts,Raiders,Raiders,Colts,31,20
2,1975,Cardinals,Cowboys,Cowboys,Cardinals,37,31
2,1975,Jets,Chiefs,Jets,Chiefs,30,24
2,1975,Chargers,Oilers,Oilers,Chargers,33,17
2,1975,Bills,Steelers,Bills,Steelers,30,21
2,1975,49ers,Rams,Rams,49ers,23,14
2,1975,Packers,Broncos,Broncos,Packers,23,13
3,1975,Saints,Falcons,Falcons,Saints,14,7
3,1975,Bills,Broncos,Bills,Broncos,38,14
3,1975,Browns,Steelers,Steelers,Browns,42,6
3,1975,Patriots,Jets,Jets,Patriots,36,7
3,1975,Vikings,Bears,Vikings,Bears,28,3
3,1975,Oilers,Bengals,Bengals,Oilers,21,19
3,1975,Giants,Cardinals,Cardinals,Giants,26,14
3,1975,Packers,Dolphins,Dolphins,Packers,31,7
3,1975,49ers,Chiefs,49ers,Chiefs,20,3
3,1975,Colts,Rams,Rams,Colts,24,13
3,1975,Redskins,Eagles,Eagles,Redskins,26,10
3,1975,Raiders,Chargers,Raiders,Chargers,6,0
3,1975,Cowboys,Lions,Cowboys,Lions,36,10
4,1975,Bears,Lions,Lions,Bears,27,7
4,1975,Patriots,Bengals,Bengals,Patriots,27,10
4,1975,Browns,Oilers,Oilers,Browns,40,10
4,1975,Cowboys,Giants,Cowboys,Giants,13,7
4,1975,Broncos,Steelers,Steelers,Broncos,20,9
4,1975,Bills,Colts,Bills,Colts,38,31
4,1975,Packers,Saints,Saints,Packers,20,19
4,1975,Vikings,Jets,Vikings,Jets,29,21
4,1975,Chiefs,Raiders,Chiefs,Raiders,42,10
4,1975,49ers,Falcons,Falcons,49ers,17,3
