Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
1,2017,Browns,Steelers,Steelers,Browns,21,18
1,2017,Lions,Cardinals,Lions,Cardinals,35,23
1,2017,Jaguars,Texans,Jaguars,Texans,29,7
1,2017,Raiders,Titans,Raiders,Titans,26,16
1,2017,Eagles,Redskins,Eagles,Redskins,30,17
1,2017,Rams,Colts,Rams,Colts,46,9
1,2017,49ers,Panthers,Panthers,49ers,23,3
1,2017,Seahawks,Packers,Packers,Seahawks,17,9
1,2017,Giants,Cowboys,Cowboys,Giants,19,3
1,2017,Vikings,Saints,Vikings,Saints,29,19
1,2017,Chargers,Broncos,Broncos,Chargers,24,21
2,2017,Bengals,Texans,Texans,Bengals,13,9
2,2017,Bills,Panthers,Panthers,Bills,9,3
2,2017,Buccaneers,Bears,Buccaneers,Bears,29,7
2,2017,Ravens,Browns,Ravens,Browns,24,10
2,2017,Colts,Cardinals,Cardinals,Colts,16,13
2,2017,Jaguars,Titans,Titans,Jaguars,37,16
2,2017,Chiefs,Eagles,Chiefs,Eagles,27,20
2,2017,Vikings,Steelers,Steelers,Vikings,26,9
2,2017,Patriots,Saints,Patriots,Saints,36,20
2,2017,Dolphins,Chargers,Dolphins,Chargers,19,17
2,2017,Raiders,Jets,Raiders,Jets,45,20
2,2017,Broncos,Cowboys,Broncos,Cowboys,42,17
2,2017,Rams,Redskins,Redskins,Rams,27,20
2,2017,Seahawks,49ers,Seahawks,49ers,12,9
2,2017,Falcons,Packers,Falcons,Packers,34,23
2,2017,Giants,Lions,Lions,Giants,24,10
3,2017,Rams,49ers,Rams,49ers,41,39
3,2017,Ravens,Jaguars,Jaguars,Ravens,44,7
3,2017,Dolphins,Jets,Jets,Dolphins,20,6
3,2017,Lions,Falcons,Falcons,Lions,30,26
3,2017,Bills,Broncos,Bills,Broncos,26,16
3,2017,Panthers,Saints,Saints,Panthers,34,13
3,2017,Steelers,Bears,Bears,Steelers,23,17
3,2017,Browns,Colts,Colts,Browns,31,28
3,2017,Texans,Patriots,Patriots,Texans,36,33
3,2017,Buccaneers,Vikings,Vikings,Buccaneers,34,17
3,2017,Eagles,Giants,Eagles,Giants,27,24
3,2017,Titans,Seahawks,Titans,Seahawks,33,27
3,2017,Bengals,Packers,Packers,Bengals,27,24
3,2017,Chargers,Chiefs,Chiefs,Chargers,24,10
3,2017,Raiders,Redskins,Redskins,Raiders,27,10
3,2017,Cowboys,Cardinals,Cowboys,Cardinals,28,17
4,2017,Packers,Bears,Packers,Bears,35,14
4,2017,Saints,Dolphins,Saints,Dolphins,20,0
4,2017,Bills,Falcons,Bills,Falcons,23,17
4,2017,Panthers,Patriots,Panthers,Patriots,33,30
4,2017,Browns,Bengals,Bengals,Browns,31,7
4,2017,Cowboys,Rams,Rams,Cowboys,35,30
4,2017,Vikings,Lions,Lions,Vikings,14,7
4,2017,Titans,Texans,Texans,Titans,57,14
4,2017,Jets,Jaguars,Jets,Jaguars,23,20
4,2017,Steelers,Ravens,Steelers,Ravens,26,9
4,2017,Cardinals,49ers,Cardinals,49ers,18,15
4,2017,Giants,Buccaneers,Buccaneers,Giants,25,23
4,2017,Chargers,Eagles,Eagles,Chargers,26,24
4,2017,Raiders,Broncos,Broncos,Raiders,16,10
4,2017,Seahawks,Colts,Seahawks,Colts,46,18
4,2017,Redskins,Chiefs,Chiefs,Redskins,29,20
5,2017,Buccaneers,Patriots,Patriots,Buccaneers,19,14
5,2017,Dolphins,Titans,Dolphins,Titans,16,10
5,2017,Bengals,Bills,Bengals,Bills,20,16
5,2017,Lions,Panthers,Panthers,Lions,27,24
5,2017,Browns,Jets,Jets,Browns,17,14
5,2017,49ers,Colts,Colts,49ers,26,23
5,2017,Eagles,Cardinals,Eagles,Cardinals,34,7
5,2017,Jaguars,Steelers,Jaguars,Steelers,30,9
5,2017,Chargers,Giants,Chargers,Giants,27,22
5,2017,Raiders,Ravens,Ravens,Raiders,30,17
5,2017,Seahawks,Rams,Seahawks,Rams,16,10
5,2017,Cowboys,Packers,Packers,Cowboys,35,31
5,2017,Texans,Chiefs,Chiefs,Texans,42,34
5,2017,Bears,Vikings,Vikings,Bears,20,17
6,2017,Panthers,Eagles,Eagles,Panthers,28,23
6,2017,Falcons,Dolphins,Dolphins,Falcons,20,17
6,2017,Ravens,Bears,Bears,Ravens,27,24
6,2017,Browns,Texans,Texans,Browns,33,17
6,2017,Lions,Saints,Saints,Lions,52,38
6,2017,Vikings,Packers,Vikings,Packers,23,10
6,2017,Patriots,Jets,Patriots,Jets,24,17
6,2017,49ers,Redskins,Redskins,49ers,26,24
6,2017,Cardinals,Buccaneers,Cardinals,Buccaneers,38,33
6,2017,Rams,Jaguars,Rams,Jaguars,27,17
6,2017,Chiefs,Steelers,Steelers,Chiefs,19,13
6,2017,Raiders,Chargers,Chargers,Raiders,17,16
6,2017,Giants,Broncos,Giants,Broncos,23,10
6,2017,Colts,Titans,Titans,Colts,36,22
7,2017,Chiefs,Raiders,Raiders,Chiefs,31,30
7,2017,Bills,Buccaneers,Bills,Buccaneers,30,27
7,2017,Jets,Dolphins,Dolphins,Jets,31,28
7,2017,Bears,Panthers,Bears,Panthers,17,3
7,2017,Titans,Browns,Titans,Browns,12,9
7,2017,Jaguars,Colts,Jaguars,Colts,27,0
7,2017,Rams,Cardinals,Rams,Cardinals,33,0
7,2017,Saints,Packers,Saints,Packers,26,17
7,2017,Ravens,Vikings,Vikings,Ravens,24,16
7,2017,49ers,Cowboys,Cowboys,49ers,40,10
7,2017,Steelers,Bengals,Steelers,Bengals,29,14
7,2017,Broncos,Chargers,Chargers,Broncos,21,0
7,2017,Giants,Seahawks,Seahawks,Giants,24,7
7,2017,Falcons,Patriots,Patriots,Falcons,23,7
7,2017,Eagles,Redskins,Eagles,Redskins,34,24
8,2017,Dolphins,Ravens,Ravens,Dolphins,40,0
8,2017,Browns,Vikings,Vikings,Browns,33,16
8,2017,Jets,Falcons,Falcons,Jets,25,20
8,2017,Raiders,Bills,Bills,Raiders,34,14
8,2017,Bengals,Colts,Bengals,Colts,24,23
8,2017,Buccaneers,Panthers,Panthers,Buccaneers,17,3
8,2017,Bears,Saints,Saints,Bears,20,12
8,2017,Chargers,Patriots,Patriots,Chargers,21,13
8,2017,49ers,Eagles,Eagles,49ers,33,10
8,2017,Texans,Seahawks,Seahawks,Texans,41,38
8,2017,Cowboys,Redskins,Cowboys,Redskins,33,19
8,2017,Lions,Steelers,Steelers,Lions,20,15
8,2017,Broncos,Chiefs,Chiefs,Broncos,29,19
9,2017,Bills,Jets,Jets,Bills,34,21
9,2017,Panthers,Falcons,Panthers,Falcons,20,17
9,2017,Jaguars,Bengals,Jaguars,Bengals,23,7
9,2017,Broncos,Eagles,Eagles,Broncos,51,23
9,2017,Saints,Buccaneers,Saints,Buccaneers,30,10
9,2017,Rams,Giants,Rams,Giants,51,17
9,2017,Ravens,Titans,Titans,Ravens,23,20
9,2017,Texans,Colts,Colts,Texans,20,14
9,2017,49ers,Cardinals,Cardinals,49ers,20,10
9,2017,Redskins,Seahawks,Redskins,Seahawks,17,14
9,2017,Cowboys,Chiefs,Cowboys,Chiefs,28,17
9,2017,Dolphins,Raiders,Raiders,Dolphins,27,24
9,2017,Packers,Lions,Lions,Packers,30,17
10,2017,Cardinals,Seahawks,Seahawks,Cardinals,22,16
10,2017,Saints,Bills,Saints,Bills,47,10
10,2017,Bears,Packers,Packers,Bears,23,16
10,2017,Bengals,Titans,Titans,Bengals,24,20
10,2017,Lions,Browns,Lions,Browns,38,24
10,2017,Chargers,Jaguars,Jaguars,Chargers,20,17
10,2017,Vikings,Redskins,Vikings,Redskins,38,30
10,2017,Colts,Steelers,Steelers,Colts,20,17
10,2017,Jets,Buccaneers,Buccaneers,Jets,15,10
10,2017,Texans,Rams,Rams,Texans,33,7
10,2017,Falcons,Cowboys,Falcons,Cowboys,27,7
10,2017,49ers,Giants,49ers,Giants,31,21
10,2017,Patriots,Broncos,Patriots,Broncos,41,16
10,2017,Panthers,Dolphins,Panthers,Dolphins,45,21
11,2017,Titans,Steelers,Steelers,Titans,40,17
11,2017,Lions,Bears,Lions,Bears,27,24
11,2017,Jaguars,Browns,Jaguars,Browns,19,7
11,2017,Cardinals,Texans,Texans,Cardinals,31,21
11,2017,Ravens,Packers,Ravens,Packers,23,0
11,2017,Giants,Chiefs,Giants,Chiefs,12,9
11,2017,Dolphins,Buccaneers,Buccaneers,Dolphins,30,20
11,2017,Vikings,Rams,Vikings,Rams,24,7
11,2017,Saints,Redskins,Saints,Redskins,34,31
11,2017,Bills,Chargers,Chargers,Bills,54,24
11,2017,Bengals,Broncos,Bengals,Broncos,20,17
11,2017,Patriots,Raiders,Patriots,Raiders,33,8
11,2017,Cowboys,Eagles,Eagles,Cowboys,37,9
11,2017,Seahawks,Falcons,Falcons,Seahawks,34,31
12,2017,Vikings,Lions,Vikings,Lions,30,23
12,2017,Chargers,Cowboys,Chargers,Cowboys,28,6
12,2017,Giants,Redskins,Redskins,Giants,20,10
12,2017,Falcons,Buccaneers,Falcons,Buccaneers,34,20
12,2017,Chiefs,Bills,Bills,Chiefs,16,10
12,2017,Jets,Panthers,Panthers,Jets,35,27
12,2017,Bears,Eagles,Eagles,Bears,31,3
12,2017,Browns,Bengals,Bengals,Browns,30,16
12,2017,Titans,Colts,Titans,Colts,20,16
12,2017,Dolphins,Patriots,Patriots,Dolphins,35,17
12,2017,Seahawks,49ers,Seahawks,49ers,24,13
12,2017,Jaguars,Cardinals,Cardinals,Jaguars,27,24
12,2017,Raiders,Broncos,Raiders,Broncos,21,14
12,2017,Saints,Rams,Rams,Saints,26,20
12,2017,Steelers,Packers,Steelers,Packers,31,28
12,2017,Texans,Ravens,Ravens,Texans,23,16
13,2017,Cowboys,Redskins,Cowboys,Redskins,38,14
13,2017,Falcons,Vikings,Vikings,Falcons,14,9
13,2017,Bills,Patriots,Patriots,Bills,23,3
13,2017,Bears,49ers,49ers,Bears,15,14
13,2017,Jaguars,Colts,Jaguars,Colts,30,10
13,2017,Dolphins,Broncos,Dolphins,Broncos,35,9
13,2017,Ravens,Lions,Ravens,Lions,44,20
13,2017,Packers,Buccaneers,Packers,Buccaneers,26,20
13,2017,Texans,Titans,Titans,Texans,24,13
13,2017,Chiefs,Jets,Jets,Chiefs,38,31
13,2017,Browns,Chargers,Chargers,Browns,19,10
13,2017,Saints,Panthers,Saints,Panthers,31,21
13,2017,Rams,Cardinals,Rams,Cardinals,32,16
13,2017,Giants,Raiders,Raiders,Giants,24,17
13,2017,Eagles,Seahawks,Seahawks,Eagles,24,10
13,2017,Bengals,Steelers,Steelers,Bengals,23,20
14,2017,Falcons,Saints,Falcons,Saints,20,17
14,2017,Colts,Bills,Bills,Colts,13,7
14,2017,Vikings,Panthers,Panthers,Vikings,31,24
14,2017,Bengals,Bears,Bears,Bengals,33,7
14,2017,Packers,Browns,Packers,Browns,27,21
14,2017,Giants,Cowboys,Cowboys,Giants,30,10
14,2017,Lions,Buccaneers,Lions,Buccaneers,24,21
14,2017,49ers,Texans,49ers,Texans,26,16
14,2017,Raiders,Chiefs,Chiefs,Raiders,26,15
14,2017,Titans,Cardinals,Cardinals,Titans,12,7
14,2017,Jets,Broncos,Broncos,Jets,23,0
14,2017,Chargers,Redskins,Chargers,Redskins,30,13
14,2017,Jaguars,Seahawks,Jaguars,Seahawks,30,24
14,2017,Eagles,Rams,Eagles,Rams,43,35
14,2017,Ravens,Steelers,Steelers,Ravens,39,38
14,2017,Patriots,Dolphins,Dolphins,Patriots,27,20
15,2017,Broncos,Colts,Broncos,Colts,25,13
15,2017,Lions,Bears,Lions,Bears,20,10
15,2017,Chargers,Chiefs,Chiefs,Chargers,30,13
15,2017,Bills,Dolphins,Bills,Dolphins,24,16
15,2017,Packers,Panthers,Panthers,Packers,31,24
15,2017,Vikings,Bengals,Vikings,Bengals,34,7
15,2017,Ravens,Browns,Ravens,Browns,27,10
15,2017,Cardinals,Redskins,Redskins,Cardinals,20,15
15,2017,Jaguars,Texans,Jaguars,Texans,45,7
15,2017,Saints,Jets,Saints,Jets,31,19
15,2017,Eagles,Giants,Eagles,Giants,34,29
15,2017,Seahawks,Rams,Rams,Seahawks,42,7
15,2017,Patriots,Steelers,Patriots,Steelers,27,24
15,2017,49ers,Titans,49ers,Titans,25,23
15,2017,Raiders,Cowboys,Cowboys,Raiders,20,17
15,2017,Buccaneers,Falcons,Falcons,Buccaneers,24,21
16,2017,Ravens,Colts,Ravens,Colts,23,16
16,2017,Vikings,Packers,Vikings,Packers,16,0
16,2017,Saints,Falcons,Saints,Falcons,23,13
16,2017,Bills,Patriots,Patriots,Bills,37,16
16,2017,Panthers,Buccaneers,Panthers,Buccaneers,22,19
16,2017,Bears,Browns,Bears,Browns,20,3
16,2017,Lions,Bengals,Bengals,Lions,26,17
16,2017,Redskins,Broncos,Redskins,Broncos,27,11
16,2017,Dolphins,Chiefs,Chiefs,Dolphins,29,13
16,2017,Jets,Chargers,Chargers,Jets,14,7
16,2017,Rams,Titans,Rams,Titans,27,23
16,2017,49ers,Jaguars,49ers,Jaguars,44,33
16,2017,Giants,Cardinals,Cardinals,Giants,23,0
16,2017,Cowboys,Seahawks,Seahawks,Cowboys,21,12
16,2017,Steelers,Texans,Steelers,Texans,34,6
16,2017,Eagles,Raiders,Eagles,Raiders,19,10
17,2017,Vikings,Bears,Vikings,Bears,23,10
17,2017,Browns,Steelers,Steelers,Browns,28,24
17,2017,Texans,Colts,Colts,Texans,22,13
17,2017,Eagles,Cowboys,Cowboys,Eagles,6,0
17,2017,Lions,Packers,Lions,Packers,35,11
17,2017,Patriots,Jets,Patriots,Jets,26,6
17,2017,Redskins,Giants,Giants,Redskins,18,10
17,2017,Falcons,Panthers,Falcons,Panthers,22,10
17,2017,Dolphins,Bills,Bills,Dolphins,22,16
17,2017,Ravens,Bengals,Bengals,Ravens,31,27
17,2017,Seahawks,Cardinals,Cardinals,Seahawks,26,24
17,2017,Broncos,Chiefs,Chiefs,Broncos,27,24
17,2017,Jaguars,Titans,Titans,Jaguars,15,10
17,2017,Buccaneers,Saints,Buccaneers,Saints,31,24
17,2017,Raiders,Chargers,Chargers,Raiders,30,10
17,2017,49ers,Rams,49ers,Rams,34,13
WildCard,2017,Chiefs,Titans,Titans,Chiefs,22,21
WildCard,2017,Rams,Falcons,Falcons,Rams,26,13
WildCard,2017,Bills,Jaguars,Jaguars,Bills,10,3
WildCard,2017,Saints,Panthers,Saints,Panthers,31,26
Division,2017,Falcons,Eagles,Eagles,Falcons,15,10
Division,2017,Patriots,Titans,Patriots,Titans,35,14
Division,2017,Jaguars,Steelers,Jaguars,Steelers,45,42
Division,2017,Vikings,Saints,Vikings,Saints,29,24
ConfChamp,2017,Jaguars,Patriots,Patriots,Jaguars,24,20
ConfChamp,2017,Eagles,Vikings,Eagles,Vikings,38,7
SuperBowl,2017,Patriots,Eagles,Eagles,Patriots,41,33
1,2018,Eagles,Falcons,Eagles,Falcons,18,12
1,2018,Bills,Ravens,Ravens,Bills,47,3
1,2018,Colts,Bengals,Bengals,Colts,34,23
1,2018,Steelers,Browns,Steelers,Browns,21,21
1,2018,Patriots,Texans,Patriots,Texans,27,20
1,2018,Giants,Jaguars,Jaguars,Giants,20,15
1,2018,Titans,Dolphins,Dolphins,Titans,27,20
1,2018,49ers,Vikings,Vikings,49ers,24,16
1,2018,Saints,Buccaneers,Buccaneers,Saints,48,40
1,2018,Chargers,Chiefs,Chiefs,Chargers,38,28
1,2018,Panthers,Cowboys,Panthers,Cowboys,16,8
1,2018,Redskins,Cardinals,Redskins,Cardinals,24,6
1,2018,Seahawks,Broncos,Broncos,Seahawks,27,24
1,2018,Bears,Packers,Packers,Bears,24,23
1,2018,Lions,Jets,Jets,Lions,48,17
1,2018,Raiders,Rams,Rams,Raiders,33,13
2,2018,Ravens,Bengals,Bengals,Ravens,34,23
2,2018,Panthers,Falcons,Falcons,Panthers,31,24
2,2018,Bills,Chargers,Chargers,Bills,31,20
2,2018,Browns,Saints,Saints,Browns,21,18
2,2018,Redskins,Colts,Colts,Redskins,21,9
2,2018,Vikings,Packers,Vikings,Packers,29,29
2,2018,Texans,Titans,Titans,Texans,20,17
2,2018,Steelers,Chiefs,Chiefs,Steelers,42,37
2,2018,Jets,Dolphins,Dolphins,Jets,20,12
2,2018,Buccaneers,Eagles,Buccaneers,Eagles,27,21
2,2018,Rams,Cardinals,Rams,Cardinals,34,0
2,2018,49ers,Lions,49ers,Lions,30,27
2,2018,Raiders,Broncos,Broncos,Raiders,20,19
2,2018,Jaguars,Patriots,Jaguars,Patriots,31,20
2,2018,Cowboys,Giants,Cowboys,Giants,20,13
2,2018,Bears,Seahawks,Bears,Seahawks,24,17
3,2018,Browns,Jets,Browns,Jets,21,17
3,2018,Saints,Falcons,Saints,Falcons,43,37
3,2018,Bills,Vikings,Bills,Vikings,27,6
3,2018,Bengals,Panthers,Panthers,Bengals,31,21
3,2018,Colts,Eagles,Eagles,Colts,20,16
3,2018,Broncos,Ravens,Ravens,Broncos,27,14
3,2018,Packers,Redskins,Redskins,Packers,31,17
3,2018,Texans,Giants,Giants,Texans,27,22
3,2018,Jaguars,Titans,Titans,Jaguars,9,6
3,2018,Chiefs,49ers,Chiefs,49ers,38,27
3,2018,Dolphins,Raiders,Dolphins,Raiders,28,20
3,2018,Chargers,Rams,Rams,Chargers,35,23
3,2018,Bears,Cardinals,Bears,Cardinals,16,14
3,2018,Seahawks,Cowboys,Seahawks,Cowboys,24,13
3,2018,Patriots,Lions,Lions,Patriots,26,10
3,2018,Steelers,Buccaneers,Steelers,Buccaneers,30,27
4,2018,Rams,Vikings,Rams,Vikings,38,31
4,2018,Bengals,Falcons,Bengals,Falcons,37,36
4,2018,Packers,Bills,Packers,Bills,22,0
4,2018,Buccaneers,Bears,Bears,Buccaneers,48,10
4,2018,Colts,Texans,Texans,Colts,37,34
4,2018,Cowboys,Lions,Cowboys,Lions,26,24
4,2018,Jets,Jaguars,Jaguars,Jets,31,12
4,2018,Dolphins,Patriots,Patriots,Dolphins,38,7
4,2018,Titans,Eagles,Titans,Eagles,26,23
4,2018,Raiders,Browns,Raiders,Browns,45,42
4,2018,Cardinals,Seahawks,Seahawks,Cardinals,20,17
4,2018,Saints,Giants,Saints,Giants,33,18
4,2018,49ers,Chargers,Chargers,49ers,29,27
4,2018,Steelers,Ravens,Ravens,Steelers,26,14
4,2018,Broncos,Chiefs,Chiefs,Broncos,27,23
5,2018,Colts,Patriots,Patriots,Colts,38,24
5,2018,Giants,Panthers,Panthers,Giants,33,31
5,2018,Steelers,Falcons,Steelers,Falcons,41,17
5,2018,Titans,Bills,Bills,Titans,13,12
5,2018,Bengals,Dolphins,Bengals,Dolphins,27,17
5,2018,Browns,Ravens,Browns,Ravens,12,9
5,2018,Broncos,Jets,Jets,Broncos,34,16
5,2018,Packers,Lions,Lions,Packers,31,23
5,2018,Chiefs,Jaguars,Chiefs,Jaguars,30,14
5,2018,Chargers,Raiders,Chargers,Raiders,26,10
5,2018,Cardinals,49ers,Cardinals,49ers,28,18
5,2018,Eagles,Vikings,Vikings,Eagles,23,21
5,2018,Seahawks,Rams,Rams,Seahawks,33,31
5,2018,Cowboys,Texans,Texans,Cowboys,19,16
5,2018,Redskins,Saints,Saints,Redskins,43,19
6,2018,Eagles,Giants,Eagles,Giants,34,13
6,2018,Panthers,Redskins,Redskins,Panthers,23,17
6,2018,Dolphins,Bears,Dolphins,Bears,31,28
6,2018,Buccaneers,Falcons,Falcons,Buccaneers,34,29
6,2018,Texans,Bills,Texans,Bills,20,13
6,2018,Steelers,Bengals,Steelers,Bengals,28,21
6,2018,Browns,Chargers,Chargers,Browns,38,14
6,2018,Colts,Jets,Jets,Colts,42,34
6,2018,Vikings,Cardinals,Vikings,Cardinals,27,17
6,2018,Raiders,Seahawks,Seahawks,Raiders,27,3
6,2018,Rams,Broncos,Rams,Broncos,23,20
6,2018,Cowboys,Jaguars,Cowboys,Jaguars,40,7
6,2018,Titans,Ravens,Ravens,Titans,21,0
6,2018,Chiefs,Patriots,Patriots,Chiefs,43,40
6,2018,Packers,49ers,Packers,49ers,33,30
7,2018,Cardinals,Broncos,Broncos,Cardinals,45,10
7,2018,Titans,Chargers,Chargers,Titans,20,19
7,2018,Eagles,Panthers,Panthers,Eagles,21,17
7,2018,Bears,Patriots,Patriots,Bears,38,31
7,2018,Dolphins,Lions,Lions,Dolphins,32,21
7,2018,Bills,Colts,Colts,Bills,37,5
7,2018,Buccaneers,Browns,Buccaneers,Browns,26,23
7,2018,Texans,Jaguars,Texans,Jaguars,20,7
7,2018,Vikings,Jets,Vikings,Jets,37,17
7,2018,Saints,Ravens,Saints,Ravens,24,23
7,2018,Cowboys,Redskins,Redskins,Cowboys,20,17
7,2018,49ers,Rams,Rams,49ers,39,10
7,2018,Chiefs,Bengals,Chiefs,Bengals,45,10
7,2018,Falcons,Giants,Falcons,Giants,23,20
8,2018,Dolphins,Texans,Texans,Dolphins,42,23
8,2018,Jaguars,Eagles,Eagles,Jaguars,24,18
8,2018,Panthers,Ravens,Panthers,Ravens,36,21
8,2018,Bears,Jets,Bears,Jets,24,10
8,2018,Lions,Seahawks,Seahawks,Lions,28,14
8,2018,Buccaneers,Bengals,Bengals,Buccaneers,37,34
8,2018,Steelers,Browns,Steelers,Browns,33,18
8,2018,Chiefs,Broncos,Chiefs,Broncos,30,23
8,2018,Redskins,Giants,Redskins,Giants,20,13
8,2018,Raiders,Colts,Colts,Raiders,42,28
8,2018,Rams,Packers,Rams,Packers,29,27
8,2018,Cardinals,49ers,Cardinals,49ers,18,15
8,2018,Vikings,Saints,Saints,Vikings,30,20
8,2018,Patriots,Bills,Patriots,Bills,25,6
9,2018,Raiders,49ers,49ers,Raiders,34,3
9,2018,Falcons,Redskins,Falcons,Redskins,38,14
9,2018,Buccaneers,Panthers,Panthers,Buccaneers,42,28
9,2018,Lions,Vikings,Vikings,Lions,24,9
9,2018,Ravens,Steelers,Steelers,Ravens,23,16
9,2018,Bills,Bears,Bears,Bills,41,9
9,2018,Chiefs,Browns,Chiefs,Browns,37,21
9,2018,Dolphins,Jets,Dolphins,Jets,13,6
9,2018,Seahawks,Chargers,Chargers,Seahawks,25,17
9,2018,Texans,Broncos,Texans,Broncos,19,17
9,2018,Rams,Saints,Saints,Rams,45,35
9,2018,Packers,Patriots,Patriots,Packers,31,17
9,2018,Titans,Cowboys,Titans,Cowboys,28,14
10,2018,Steelers,Panthers,Steelers,Panthers,52,21
10,2018,Browns,Falcons,Browns,Falcons,28,16
10,2018,Bears,Lions,Bears,Lions,34,22
10,2018,Saints,Bengals,Saints,Bengals,51,14
10,2018,Jaguars,Colts,Colts,Jaguars,29,26
10,2018,Chiefs,Cardinals,Chiefs,Cardinals,26,14
10,2018,Buccaneers,Redskins,Redskins,Buccaneers,16,3
10,2018,Jets,Bills,Bills,Jets,41,10
10,2018,Titans,Patriots,Titans,Patriots,34,10
10,2018,Raiders,Chargers,Chargers,Raiders,20,6
10,2018,Dolphins,Packers,Packers,Dolphins,31,12
10,2018,Rams,Seahawks,Rams,Seahawks,36,31
10,2018,Cowboys,Eagles,Cowboys,Eagles,27,20
10,2018,49ers,Giants,Giants,49ers,27,23
11,2018,Seahawks,Packers,Seahawks,Packers,27,24
11,2018,Falcons,Cowboys,Cowboys,Falcons,22,19
11,2018,Lions,Panthers,Lions,Panthers,20,19
11,2018,Bengals,Ravens,Ravens,Bengals,24,21
11,2018,Colts,Titans,Colts,Titans,38,10
11,2018,Texans,Redskins,Texans,Redskins,23,21
11,2018,Jaguars,Steelers,Steelers,Jaguars,20,16
11,2018,Buccaneers,Giants,Giants,Buccaneers,38,35
11,2018,Cardinals,Raiders,Raiders,Cardinals,23,21
11,2018,Chargers,Broncos,Broncos,Chargers,23,22
11,2018,Saints,Eagles,Saints,Eagles,48,7
11,2018,Vikings,Bears,Bears,Vikings,25,20
11,2018,Rams,Chiefs,Rams,Chiefs,54,51
12,2018,Lions,Bears,Bears,Lions,23,16
12,2018,Redskins,Cowboys,Cowboys,Redskins,31,23
12,2018,Saints,Falcons,Saints,Falcons,31,17
12,2018,Bills,Jaguars,Bills,Jaguars,24,21
12,2018,Seahawks,Panthers,Seahawks,Panthers,30,27
12,2018,Bengals,Browns,Browns,Bengals,35,20
12,2018,Patriots,Jets,Patriots,Jets,27,13
12,2018,Giants,Eagles,Eagles,Giants,25,22
12,2018,Raiders,Ravens,Ravens,Raiders,34,17
12,2018,Buccaneers,49ers,Buccaneers,49ers,27,9
12,2018,Cardinals,Chargers,Chargers,Cardinals,45,10
12,2018,Colts,Dolphins,Colts,Dolphins,27,24
12,2018,Broncos,Steelers,Broncos,Steelers,24,17
12,2018,Vikings,Packers,Vikings,Packers,24,17
12,2018,Texans,Titans,Texans,Titans,34,17
13,2018,Saints,Cowboys,Cowboys,Saints,13,10
13,2018,Ravens,Falcons,Ravens,Falcons,26,16
13,2018,Dolphins,Bills,Dolphins,Bills,21,17
13,2018,Panthers,Buccaneers,Buccaneers,Panthers,24,17
13,2018,Bears,Giants,Giants,Bears,30,27
13,2018,Bengals,Broncos,Broncos,Bengals,24,10
13,2018,Browns,Texans,Texans,Browns,29,13
13,2018,Jaguars,Colts,Jaguars,Colts,6,0
13,2018,Cardinals,Packers,Cardinals,Packers,20,17
13,2018,Rams,Lions,Rams,Lions,30,16
13,2018,Raiders,Chiefs,Chiefs,Raiders,40,33
13,2018,Titans,Jets,Titans,Jets,26,22
13,2018,Patriots,Vikings,Patriots,Vikings,24,10
13,2018,Seahawks,49ers,Seahawks,49ers,43,16
13,2018,Chargers,Steelers,Chargers,Steelers,33,30
13,2018,Eagles,Redskins,Eagles,Redskins,28,13
14,2018,Titans,Jaguars,Titans,Jaguars,30,9
14,2018,Packers,Falcons,Packers,Falcons,34,20
14,2018,Bills,Jets,Jets,Bills,27,23
14,2018,Browns,Panthers,Browns,Panthers,26,20
14,2018,Texans,Colts,Colts,Texans,24,21
14,2018,Ravens,Chiefs,Chiefs,Ravens,27,24
14,2018,Patriots,Dolphins,Dolphins,Patriots,34,33
14,2018,Saints,Buccaneers,Saints,Buccaneers,28,14
14,2018,Redskins,Giants,Giants,Redskins,40,16
14,2018,Chargers,Bengals,Chargers,Bengals,26,21
14,2018,49ers,Broncos,49ers,Broncos,20,14
14,2018,Cardinals,Lions,Lions,Cardinals,17,3
14,2018,Cowboys,Eagles,Cowboys,Eagles,29,23
14,2018,Raiders,Steelers,Raiders,Steelers,24,21
14,2018,Rams,Bears,Bears,Rams,15,6
14,2018,Vikings,Seahawks,Seahawks,Vikings,21,7
15,2018,Chiefs,Chargers,Chargers,Chiefs,29,28
15,2018,Texans,Jets,Texans,Jets,29,22
15,2018,Broncos,Browns,Browns,Broncos,17,16
15,2018,Cardinals,Falcons,Falcons,Cardinals,40,14
15,2018,Bills,Lions,Bills,Lions,14,13
15,2018,Packers,Bears,Bears,Packers,24,17
15,2018,Raiders,Bengals,Bengals,Raiders,30,16
15,2018,Cowboys,Colts,Colts,Cowboys,23,0
15,2018,Jaguars,Redskins,Redskins,Jaguars,16,13
15,2018,Dolphins,Vikings,Vikings,Dolphins,41,17
15,2018,Titans,Giants,Titans,Giants,17,0
15,2018,Buccaneers,Ravens,Ravens,Buccaneers,20,12
15,2018,49ers,Seahawks,49ers,Seahawks,26,23
15,2018,Patriots,Steelers,Steelers,Patriots,17,10
15,2018,Eagles,Rams,Eagles,Rams,30,23
15,2018,Panthers,Saints,Saints,Panthers,12,9
16,2018,Redskins,Titans,Titans,Redskins,25,16
16,2018,Chargers,Ravens,Ravens,Chargers,22,10
16,2018,Falcons,Panthers,Falcons,Panthers,24,10
